activePeers,direction,level,msg,current_slot,max_slot,estimated_time_remaining,multiAddr,prefix,time,required,suitable,blocksPerSecond,peers,root,slot
,,info,Processing block batch of size 33 starting from  0x395dbe8d,112965,461679, 6h26m10s,,initial-sync,2020-10-07T15:56:03Z,,,15.1,32,,
,,info,Processing block batch of size 36 starting from  0x9ca0c49c,113030,461679, 6h29m59s,,initial-sync,2020-10-07T15:56:05Z,,,14.9,32,,
,,info,Processing block batch of size 37 starting from  0x7877cece,113092,461679, 6h31m13s,,initial-sync,2020-10-07T15:56:07Z,,,14.8,32,,
,,info,Processing block batch of size 42 starting from  0xb677de6b,113157,461680, 6h24m40s,,initial-sync,2020-10-07T15:56:08Z,,,15.1,32,,
,,info,Processing block batch of size 40 starting from  0x837949f8,113220,461680, 6h27m10s,,initial-sync,2020-10-07T15:56:10Z,,,15,32,,
,,info,Processing block batch of size 40 starting from  0x7fa00e36,113284,461680, 6h22m0s,,initial-sync,2020-10-07T15:56:12Z,,,15.2,32,,
31,,info,Peer disconnected,,,,/ip4/124.170.110.147/tcp/9000/p2p/16Uiu2HAkukToEfF4reNFaZFkTMPUYHD1N1dNFkjGGSbeLeojRxNb,p2p,2020-10-07T15:56:15Z,,,,,,
30,,info,Peer disconnected,,,,/ip4/92.0.73.35/tcp/9000/p2p/16Uiu2HAmHASD8XGLzsm17dqhAAKtUomfztrVFyfHTEnp7Dq8AwVb,p2p,2020-10-07T15:56:25Z,,,,,,
,,info,Processing block batch of size 39 starting from  0x78feb3ce,113348,461682, 49h37m12s,,initial-sync,2020-10-07T15:56:34Z,,,1.9,30,,
,,info,Processing block batch of size 37 starting from  0xc8f92570,113415,461682, 25h27m29s,,initial-sync,2020-10-07T15:56:36Z,,,3.8,30,,
,,info,Processing block batch of size 31 starting from  0xa214d5a8,113476,461682, 18h4m45s,,initial-sync,2020-10-07T15:56:39Z,,,5.3,30,,
,,info,Processing block batch of size 31 starting from  0xd17d8a33,113540,461682, 14h0m55s,,initial-sync,2020-10-07T15:56:41Z,,,6.9,30,,
,,info,Processing block batch of size 35 starting from  0x1a401c68,113607,461682, 11h10m39s,,initial-sync,2020-10-07T15:56:42Z,,,8.7,30,,
,,info,Processing block batch of size 37 starting from  0xb2c89352,113669,461683, 9h12m24s,,initial-sync,2020-10-07T15:56:46Z,,,10.5,30,,
29,,info,Peer disconnected,,,,/ip4/93.176.171.231/tcp/9000/p2p/16Uiu2HAm7VuUMYxnBLbmBJTytwxEizY4uThoyeTADctwwf7Kn8f3,p2p,2020-10-07T15:56:51Z,,,,,,
30,2,info,Peer connected,,,,/ip4/51.38.81.165/tcp/9001/p2p/16Uiu2HAkw7M9u3vHLmJMXpeKY44ev32J9dHEr99KbzfH3bprYMF6,p2p,2020-10-07T15:56:59Z,,,,,,
,,info,Processing block batch of size 41 starting from  0x30db9ef0,113734,461684, 24h46m57s,,initial-sync,2020-10-07T15:57:04Z,,,3.9,30,,
,,info,Processing block batch of size 34 starting from  0x77c4a4fb,113796,461684, 25h46m10s,,initial-sync,2020-10-07T15:57:06Z,,,3.8,30,,
,,info,Processing block batch of size 41 starting from  0x62aeb547,113860,461685, 16h39m29s,,initial-sync,2020-10-07T15:57:08Z,,,5.8,30,,
,,info,Processing block batch of size 43 starting from  0xebbc5850,113924,461685, 12h9m3s,,initial-sync,2020-10-07T15:57:10Z,,,8,30,,
,,info,Processing block batch of size 41 starting from  0x167b81b9,113988,461685, 9h39m29s,,initial-sync,2020-10-07T15:57:12Z,,,10,30,,
,,info,Processing block batch of size 42 starting from  0xd22c3765,114053,461685, 7h58m49s,,initial-sync,2020-10-07T15:57:14Z,,,12.1,30,,
,,info,Processing block batch of size 49 starting from  0x2e3e97b7,114116,461685, 6h38m7s,,initial-sync,2020-10-07T15:57:16Z,,,14.6,30,,
,,info,Processing block batch of size 37 starting from  0xf8d9c15b,114180,461685, 5h53m9s,,initial-sync,2020-10-07T15:57:19Z,,,16.4,30,,
,,info,Processing block batch of size 41 starting from  0xe1beb4fc,114244,461686, 5h13m51s,,initial-sync,2020-10-07T15:57:21Z,,,18.4,30,,
,,info,Processing block batch of size 40 starting from  0x33e374b5,114308,461686, 4h43m6s,,initial-sync,2020-10-07T15:57:23Z,,,20.4,30,,
,,info,Processing block batch of size 42 starting from  0x3fea39d2,114372,461686, 4h42m22s,,initial-sync,2020-10-07T15:57:25Z,,,20.5,30,,
,,info,Processing block batch of size 33 starting from  0x54b2cb18,114436,461686, 5h14m32s,,initial-sync,2020-10-07T15:57:27Z,,,18.4,30,,
,,info,Processing block batch of size 36 starting from  0x58fd17e7,114500,461686, 5h20m34s,,initial-sync,2020-10-07T15:57:29Z,,,18.1,30,,
29,,info,Peer disconnected,,,,/ip4/116.203.141.215/tcp/9000/p2p/16Uiu2HAm9bqLdtDX4Kd7Nj9VLdvsN16kBfu2P6ffgMewMreEzjto,p2p,2020-10-07T15:57:31Z,,,,,,
,,info,Processing block batch of size 37 starting from  0xe3600d00,114564,461687, 8h25m16s,,initial-sync,2020-10-07T15:57:39Z,,,11.4,29,,
29,,info,Peer disconnected,,,,/ip4/173.249.50.221/tcp/9000/p2p/16Uiu2HAmT1Ww1xBA521fFoq8ik5UtEhYrf7GctoUwpGApYfRwePU,p2p,2020-10-07T15:57:42Z,,,,,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T15:57:46Z,,,,,0d3c07cf59fc,110591
32,2,info,Peer connected,,,,/ip4/75.100.35.197/tcp/9001/p2p/16Uiu2HAm46rLaNVuR1bJaL7KzDUKn3SiSTtDP8NVzZFEE3gamtVk,p2p,2020-10-07T15:57:52Z,,,,,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T15:57:54Z,,,,,7740b91ca18e,112635
,,info,Processing block batch of size 38 starting from  0xb96edfba,114628,461688, 25h42m29s,,initial-sync,2020-10-07T15:57:55Z,,,3.8,29,,
,,info,Processing block batch of size 40 starting from  0xdfa03612,114692,461689, 16h45m47s,,initial-sync,2020-10-07T15:57:58Z,,,5.8,29,,
30,2,info,Peer connected,,,,/ip4/64.225.43.54/tcp/9000/p2p/16Uiu2HAmACjKG4DerpJDKjnr1TeQS1diZsC4c46YqkxvoybHSadY,p2p,2020-10-07T15:57:58Z,,,,,,
,,info,Processing block batch of size 40 starting from  0x5262a9f2,114757,461689, 16h20m2s,,initial-sync,2020-10-07T15:58:00Z,,,5.9,30,,
,,info,Processing block batch of size 44 starting from  0x5c83b01f,114820,461689, 11h53m43s,,initial-sync,2020-10-07T15:58:02Z,,,8.1,30,,
,,info,Processing block batch of size 37 starting from  0x1fe1eb95,114884,461689, 9h40m54s,,initial-sync,2020-10-07T15:58:04Z,,,9.9,30,,
,,info,Processing block batch of size 38 starting from  0x731f12f5,114948,461689, 8h7m40s,,initial-sync,2020-10-07T15:58:06Z,,,11.8,30,,
29,,info,Peer disconnected,,,,/ip4/75.100.35.197/tcp/9001/p2p/16Uiu2HAm46rLaNVuR1bJaL7KzDUKn3SiSTtDP8NVzZFEE3gamtVk,p2p,2020-10-07T15:58:08Z,,,,,,
,,info,Processing block batch of size 40 starting from  0x6400e5a9,115014,461690, 6h57m10s,,initial-sync,2020-10-07T15:58:08Z,,,13.8,29,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T15:58:11Z,,,,,b6423d73c666,114688
,,info,Processing block batch of size 45 starting from  0x45497b72,115076,461690, 5h58m48s,,initial-sync,2020-10-07T15:58:11Z,,,16.1,29,,
,,info,Processing block batch of size 45 starting from  0x3fd299ca,115140,461690, 5h14m45s,,initial-sync,2020-10-07T15:58:14Z,,,18.4,29,,
,,info,Processing block batch of size 44 starting from  0xad011835,115204,461690, 5h9m38s,,initial-sync,2020-10-07T15:58:16Z,,,18.6,29,,
33,2,info,Peer connected,,,,/ip4/46.4.51.137/tcp/9000/p2p/16Uiu2HAm2C9yxm5coEYnrWD57AUFZAPRu4Fv39BG6LyjUPTkvrTo,p2p,2020-10-07T15:58:18Z,,,,,,
34,2,info,Peer connected,,,,/ip4/3.126.177.55/tcp/9001/p2p/16Uiu2HAm1taD6Yvr8mEsrU3fo8fT66PnPqKQrr3mkdxseBuGSpef,p2p,2020-10-07T15:58:20Z,,,,,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T15:58:20Z,,,,,09b71e96183a,114686
,,info,Processing block batch of size 41 starting from  0x6272ad34,115269,461691, 5h45m43s,,initial-sync,2020-10-07T15:58:21Z,,,16.7,31,,
,,info,Processing block batch of size 40 starting from  0xa17ae570,115332,461691, 5h49m51s,,initial-sync,2020-10-07T15:58:23Z,,,16.5,31,,
,,info,Processing block batch of size 43 starting from  0xd7a02c4f,115396,461691, 5h43m32s,,initial-sync,2020-10-07T15:58:25Z,,,16.8,31,,
,,info,Processing block batch of size 49 starting from  0xec934b8d,115460,461691, 5h32m35s,,initial-sync,2020-10-07T15:58:28Z,,,17.4,31,,
,,info,Processing block batch of size 48 starting from  0x7200e73d,115524,461691, 6h12m13s,,initial-sync,2020-10-07T15:58:31Z,,,15.5,31,,
,,info,Processing block batch of size 46 starting from  0x5c31a3db,115588,461692, 6h10m57s,,initial-sync,2020-10-07T15:58:34Z,,,15.6,31,,
30,,info,Peer disconnected,,,,/ip4/51.38.81.165/tcp/9001/p2p/16Uiu2HAkw7M9u3vHLmJMXpeKY44ev32J9dHEr99KbzfH3bprYMF6,p2p,2020-10-07T15:58:36Z,,,,,,
,,info,Processing block batch of size 45 starting from  0x36265316,115652,461692, 6h9m42s,,initial-sync,2020-10-07T15:58:36Z,,,15.6,30,,
,,info,Processing block batch of size 44 starting from  0xd0b77907,115720,461692, 5h23m56s,,initial-sync,2020-10-07T15:58:39Z,,,17.8,30,,
,,info,Processing block batch of size 41 starting from  0xebd42c85,115781,461692, 5h23m53s,,initial-sync,2020-10-07T15:58:42Z,,,17.8,30,,
29,,info,Peer disconnected,,,,/ip4/195.154.167.14/tcp/9000/p2p/16Uiu2HAmU2wxe6Tn19Tcq1kfq1tgQcar8JG91TBsmf42uEbxRZTa,p2p,2020-10-07T15:58:44Z,,,,,,
,,info,Processing block batch of size 47 starting from  0x2cc3b817,115844,461693, 6h0m15s,,initial-sync,2020-10-07T15:58:44Z,,,16,29,,
,,info,Processing block batch of size 51 starting from  0x6da68ff1,115908,461693, 5h57m57s,,initial-sync,2020-10-07T15:58:50Z,,,16.1,29,,
,,info,Processing block batch of size 43 starting from  0xf414aaf6,115973,461693, 6h3m31s,,initial-sync,2020-10-07T15:58:52Z,,,15.8,29,,
,,info,Processing block batch of size 47 starting from  0xa7e39fac,116036,461693, 6h2m19s,,initial-sync,2020-10-07T15:58:55Z,,,15.9,29,,
,,info,Processing block batch of size 48 starting from  0x2860ffb2,116100,461694, 5h58m52s,,initial-sync,2020-10-07T15:58:57Z,,,16.1,29,,
,,info,Processing block batch of size 44 starting from  0x98b0d9a8,116164,461694, 5h58m48s,,initial-sync,2020-10-07T15:59:00Z,,,16.1,29,,
31,,info,Peer disconnected,,,,/ip4/64.225.43.54/tcp/9000/p2p/16Uiu2HAmACjKG4DerpJDKjnr1TeQS1diZsC4c46YqkxvoybHSadY,p2p,2020-10-07T15:59:00Z,,,,,,
,,info,Processing block batch of size 45 starting from  0xdec8f3f8,116228,461694, 5h54m19s,,initial-sync,2020-10-07T15:59:03Z,,,16.2,28,,
